"","Index","Movie_names","Year","Advisory_rating","runtime","genre","Ratings","Description","Director","Cast","User_votes"
"132",162,"Instant Family",2018,"PG-13",118,"Comedy",7.3,"A couple find themselves in over their heads when they foster three children.","Sean Anders","Mark Wahlberg",78770
"133",163,"Pirates of the Caribbean: Dead Men Tell No Tales",2017,"PG-13",129,"Action",6.6,"Captain Jack Sparrow is pursued by old rival Captain Salazar and a crew of deadly ghosts who have escaped from the Devil's Triangle. They're determined to kill every pirate at sea...notably Jack.","Joachim Rønning","Espen Sandberg",256472
"134",164,"Guardians of the Galaxy Vol. 2",2017,"PG-13",136,"Action",7.6,"The Guardians struggle to keep together as a team while dealing with their personal family issues, notably Star-Lord's encounter with his father the ambitious celestial being Ego.","James Gunn","Chris Pratt",554594
"135",165,"Crazy Rich Asians",2018,"PG-13",120,"Comedy",6.9,"This contemporary romantic comedy, based on a global bestseller, follows native New Yorker Rachel Chu to Singapore to meet her boyfriend's family.","Jon M. Chu","Constance Wu",134915
"136",166,"Mamma Mia! Here We Go Again",2018,"PG-13",114,"Comedy",6.6,"Five years after the events of  (2008), Sophie prepares for the grand reopening of the Hotel Bella Donna as she learns more about her mother's past.","Ol Parker","Lily James",76848
"137",167,"Spider-Man: Homecoming",2017,"PG-13",133,"Action",7.4,"Peter Parker balances his life as an ordinary high school student in Queens with his superhero alter-ego Spider-Man, and finds himself on the trail of a new menace prowling the skies of New York City.","Jon Watts","Tom Holland",497840
"138",168,"Kingsman: The Golden Circle",2017,"R",141,"Action",6.7,"After the Kingsman's headquarters are destroyed and the world is held hostage, an allied spy organisation in the United States is discovered. These two elite secret organisations must band together to defeat a common enemy.","Matthew Vaughn","Taron Egerton",265826
"139",169,"Emma.",2020,"PG",124,"Comedy",6.7,"In 1800s England, a well meaning but selfish young woman meddles in the love lives of her friends.","Autumn de Wilde","Anya Taylor-Joy",21044
"140",170,"A Star Is Born",2018,"R",136,"Drama",7.7,"A musician helps a young singer find fame as age and alcoholism send his own career into a downward spiral.","Bradley Cooper","Lady Gaga",322427
"141",171,"Three Billboards Outside Ebbing, Missouri",2017,"R",115,"Comedy",8.2,"A mother personally challenges the local authorities to solve her daughter's murder when they fail to catch the culprit.","Martin McDonagh","Frances McDormand",416092
"142",172,"Lady Bird",2017,"R",94,"Comedy",7.4,"In 2002, an artistically inclined seventeen-year-old girl comes of age in Sacramento, California.","Greta Gerwig","Saoirse Ronan",232224
"143",173,"6 Underground",2019,"R",128,"Action",6.1,"Meet a new kind of action hero. Six untraceable agents, totally off the grid. They've buried their pasts so they can change the future.","Michael Bay","Ryan Reynolds",131683
"144",175,"Spies in Disguise",2019,"PG",102,"Animation",6.8,"When the world's best spy is turned into a pigeon, he must rely on his nerdy tech officer to save the world.","Nick Bruno","Troy Quane",30486
"145",177,"A Quiet Place",2018,"PG-13",90,"Drama",7.5,"In a post-apocalyptic world, a family is forced to live in silence while hiding from monsters with ultra-sensitive hearing.","John Krasinski","Emily Blunt",395174
"146",178,"The Girl in the Spider's Web",2018,"R",115,"Action",6.1,"Young computer hacker Lisbeth Salander and journalist Mikael Blomkvist find themselves caught in a web of spies, cybercriminals and corrupt government officials.","Fede Alvarez","Claire Foy",39239
"147",179,"Save Yourselves!",2020,"R",93,"Comedy",5.4,"A young Brooklyn couple heads to an upstate cabin to unplug from their phones and reconnect with each other. Blissfully unaware of their surroundings, they are left to their own devices as the planet falls under attack.","Alex Huston Fischer","Eleanor Wilson",1008
"148",180,"Unpregnant",2020,"PG-13",103,"Comedy",6.1,"A 17-year old Missouri teen named Veronica discovers she has gotten pregnant, a development that threatens to end her dreams of matriculating at an Ivy League college, and the career that will follow.","Rachel Lee Goldenberg","Haley Lu Richardson",2725
"149",182,"Train to Busan",2016,"TV-MA",118,"Action",7.6,"While a zombie virus breaks out in South Korea, passengers struggle to survive on the train from Seoul to Busan.","Sang-ho Yeon","Yoo Gong",155664
"150",183,"Fast & Furious Presents: Hobbs & Shaw",2019,"PG-13",137,"Action",6.4,"Lawman Luke Hobbs (Dwayne ""The Rock"" Johnson) and outcast Deckard Shaw (Jason Statham) form an unlikely alliance when a cyber-genetically enhanced villain threatens the future of humanity.","David Leitch","Dwayne Johnson",160526
"151",186,"Zombieland: Double Tap",2019,"R",99,"Action",6.7,"Columbus, Tallahassee, Wichita, and Little Rock move to the American heartland as they face off against evolved zombies, fellow survivors, and the growing pains of the snarky makeshift family.","Ruben Fleischer","Woody Harrelson",129677
"152",187,"John Wick: Chapter 3 - Parabellum",2019,"R",130,"Action",7.4,"John Wick is on the run after killing a member of the international assassins' guild, and with a $14 million price tag on his head, he is the target of hit men and women everywhere.","Chad Stahelski","Keanu Reeves",261890
"153",188,"Logan",2017,"R",137,"Action",8.1,"In a future where mutants are nearly extinct, an elderly and weary Logan leads a quiet life. But when Laura, a mutant child pursued by scientists, comes to him for help, he must get her to safety.","James Mangold","Hugh Jackman",631965
"154",189,"Nocturnal Animals",2016,"R",116,"Drama",7.5,"A wealthy art gallery owner is haunted by her ex-husband's novel, a violent thriller she interprets as a symbolic revenge tale.","Tom Ford","Amy Adams",231549
"155",190,"Wonder Woman",2017,"PG-13",141,"Action",7.4,"When a pilot crashes and tells of conflict in the outside world, Diana, an Amazonian warrior in training, leaves home to fight a war, discovering her full powers and true destiny.","Patty Jenkins","Gal Gadot",539288
"156",191,"Baby Driver",2017,"R",113,"Action",7.6,"After being coerced into working for a crime boss, a young getaway driver finds himself taking part in a heist doomed to fail.","Edgar Wright","Ansel Elgort",426200
"157",192,"Logan Lucky",2017,"PG-13",118,"Comedy",7,"Two brothers attempt to pull off a heist during a NASCAR race in North Carolina.","Steven Soderbergh","Channing Tatum",126337
"158",193,"Rogue One: A Star Wars Story",2016,"PG-13",133,"Action",7.8,"The daughter of an Imperial scientist joins the Rebel Alliance in a risky move to steal the plans for the Death Star.","Gareth Edwards","Felicity Jones",541665
"159",194,"Ad Astra",2019,"PG-13",123,"Adventure",6.6,"Astronaut Roy McBride undertakes a mission across an unforgiving solar system to uncover the truth about his missing father and his doomed expedition that now, 30 years later, threatens the universe.","James Gray","Brad Pitt",189020
"160",195,"Captain Fantastic",2016,"R",118,"Comedy",7.9,"In the forests of the Pacific Northwest, a father devoted to raising his six kids with a rigorous physical and intellectual education is forced to leave his paradise and enter the world, challenging his idea of what it means to be a parent.","Matt Ross","Viggo Mortensen",183744
"161",196,"La La Land",2016,"PG-13",128,"Comedy",8,"While navigating their careers in Los Angeles, a pianist and an actress fall in love while attempting to reconcile their aspirations for the future.","Damien Chazelle","Ryan Gosling",491604
"162",197,"Godzilla: King of the Monsters",2019,"PG-13",132,"Action",6,"The crypto-zoological agency Monarch faces off against a battery of god-sized monsters, including the mighty Godzilla, who collides with Mothra, Rodan, and his ultimate nemesis, the three-headed King Ghidorah.","Michael Dougherty","Kyle Chandler",127060
"163",198,"Hacksaw Ridge",2016,"R",139,"Biography",8.1,"World War II American Army Medic , who served during the Battle of Okinawa, refuses to kill people, and becomes the first man in American history to receive the Medal of Honor without firing a shot.","Mel Gibson","Andrew Garfield",422187
"164",199,"Jumanji: Welcome to the Jungle",2017,"PG-13",119,"Action",6.9,"Four teenagers are sucked into a magical video game, and the only way they can escape is to work together to finish the game.","Jake Kasdan","Dwayne Johnson",311238
"165",200,"The Revenant",2015,"R",156,"Action",8,"A frontiersman on a fur trading expedition in the 1820s fights for survival after being mauled by a bear and left for dead by members of his own hunting team.","Alejandro G. Iñárritu","Leonardo DiCaprio",689110
"166",201,"Honest Thief",2020,"PG-13",99,"Action",6.4,"Wanting to lead an honest life, a notorious bank robber turns himself in, only to be double-crossed by two ruthless FBI agents.","Mark Williams","Liam Neeson",521
"167",202,"The Shape of Water",2017,"R",123,"Adventure",7.3,"At a top secret research facility in the 1960s, a lonely janitor forms a unique relationship with an amphibious creature that is being held in captivity.","Guillermo del Toro","Sally Hawkins",360270
"168",203,"Alien: Covenant",2017,"R",122,"Horror",6.4,"The crew of a colony ship, bound for a remote planet, discover an uncharted paradise with a threat beyond their imagination, and must attempt a harrowing escape.","Ridley Scott","Michael Fassbender",249576
"169",204,"Marriage Story",2019,"R",137,"Comedy",8,"Noah Baumbach's incisive and compassionate look at a marriage breaking up and a family staying together.","Noah Baumbach","Adam Driver",231811
"170",206,"JL Ranch",2016,"Not Rated",85,"Family",5.5,"A veteran rancher and former Sheriff is forced to face some federal bureaucracy when an old enemy-cum-millionaire alleges he doesn't actually own his beloved family ranch in a small Texas town.","Charles Robert Carner","Jon Voight",391
"171",207,"Do Not Reply",2019,"R",98,"Horror",4.1,"Chelsea, a teenager, is abducted through a social media app by Brad and is held captive with other girls who are to become victims in his virtual reality filmed murders.","Daniel Woltosz","Walter Woltosz",283
"172",208,"Scoob!",2020,"PG",93,"Animation",5.7,"Scooby and the gang face their most challenging mystery ever: a plot to unleash the ghost dog Cerberus upon the world. As they race to stop this dogpocalypse, the gang discovers that Scooby has an epic destiny greater than anyone imagined.","Tony Cervone","Will Forte",15962
"173",209,"Doctor Strange",2016,"PG-13",115,"Action",7.5,"While on a journey of physical and spiritual healing, a brilliant neurosurgeon is drawn into the world of the mystic arts.","Scott Derrickson","Benedict Cumberbatch",582951
"174",212,"xXx: Return of Xander Cage",2017,"PG-13",107,"Action",5.2,"Xander Cage is left for dead after an incident, though he secretly returns to action for a new, tough assignment with his handler Augustus Gibbons.","D.J. Caruso","Vin Diesel",84007
"175",213,"Batman v Superman: Dawn of Justice",2016,"PG-13",152,"Action",6.4,"Fearing that the actions of Superman are left unchecked, Batman takes on the Man of Steel, while the world wrestles with what kind of a hero it really needs.","Zack Snyder","Ben Affleck",615242
"176",214,"Toy Story 4",2019,"G",100,"Animation",7.8,"When a new toy called ""Forky"" joins Woody and the gang, a road trip alongside old and new friends reveals how big the world can be for a toy.","Josh Cooley","Tom Hanks",192274
"177",215,"First Man",2018,"PG-13",141,"Biography",7.3,"A look at the life of the astronaut, , and the legendary space mission that led him to become the first man to walk on the Moon on July 20, 1969.","Damien Chazelle","Ryan Gosling",161957
"178",216,"The Way Back",2020,"R",108,"Drama",6.7,"Jack Cunningham was an HS basketball phenom who walked away from the game, forfeiting his future. Years later, when he reluctantly accepts a coaching job at his alma mater, he may get one last shot at redemption.","Gavin O'Connor","Ben Affleck",25961
